Date,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
22/07/2023,"4,049","6,498",0,"8,846",0,25
01/05/2024,"18,637","12,002",411,"21,233","5,781",123
26/03/2021,"16,457","10,272",212,"17,390","5,531",93
13/09/2022,"13,819","9,164",221,"16,368","4,359",59
12/04/2020,586,688,0,"1,049",0,0
14/01/2021,"9,839","5,073",223,"12,053",0,30
08/06/2020,"1,360","2,039",0,"3,038",0,0
04/06/2020,"9,131","4,513",114,"9,588","5,000",1
27/08/2019,"18,837","12,065",450,"25,778","5,460",0
24/03/2020,"5,555","3,458",210,"8,169",443,0
05/05/2020,"3,551","1,917",67,"4,496",149,10
03/03/2022,"13,811","7,614",193,"14,616","5,631",86
09/04/2020,"3,294","1,569",40,"3,661",34,1
24/02/2024,"4,765","8,846",0,"9,909",0,14
25/01/2023,"11,963","9,123",261,"15,513",0,62
11/09/2024,"16,701","10,626",342,"19,293","4,750",131
14/04/2023,"11,464","9,419",261,"15,882",0,60
22/01/2021,"10,235","5,446",196,"12,627",0,45
08/12/2020,"13,519","8,538",257,"15,053","3,522",55
14/12/2020,"12,176","8,184",249,"13,666",971,38
27/05/2021,"16,618","9,841",310,"17,936","5,285",114
09/08/2021,"15,466","8,880",311,"16,701","5,268",62
16/02/2020,"2,910","4,208",0,"6,437",0,1
14/09/2020,"12,068","6,187",190,"12,126","4,973",77
27/06/2021,"2,109","3,300",0,"4,711",0,19
16/05/2020,"1,512","1,838",0,"2,915",0,0
09/03/2020,"2,902","4,399",0,"6,739",0,1
19/06/2024,"15,962","10,081",361,"18,459","4,710",74
31/01/2022,"8,241","4,904",99,"8,679",901,24
09/05/2024,"18,054","11,401",358,"20,069","5,530",108
22/12/2020,"9,059","6,636",186,"10,915",0,36
15/04/2020,"2,970","1,602",55,"3,627",0,1
12/06/2023,"2,280","3,635",0,"5,382",0,14
13/10/2020,"13,449","6,815",243,"13,550","5,596",106
06/03/2020,"19,515","12,465",386,"26,030","6,147",150
19/09/2019,"19,547","12,707",458,"26,165","5,745",0
05/11/2022,"3,531","5,568",0,"7,541",0,34
14/11/2019,"19,081","12,298",462,"25,207","5,569",0
15/05/2023,"15,462","10,191",373,"18,451","5,000",82
04/09/2024,"16,479","10,552",371,"19,335","4,528",74
21/11/2021,"1,677","2,593",0,"3,849",0,19
17/05/2024,"17,286","11,158",271,"19,497","4,885",65
21/12/2021,"8,405","6,122",156,"10,569",0,55
27/08/2021,"2,086",772,20,"1,888",0,24
26/06/2023,"12,935","9,282",322,"16,301","2,924",67
15/03/2020,"2,607","3,502",0,"5,840",0,0
29/04/2024,"13,634","10,232",371,"18,038","1,112",52
26/11/2019,"17,653","11,287",472,"24,190","5,380",76
17/09/2021,"2,516","1,016",15,"2,354",0,30
11/08/2020,"11,796","5,801",168,"11,817","5,235",55
16/01/2020,"12,368","9,422",363,"18,705",0,0
13/12/2021,"10,459","6,772",179,"11,968",917,58
10/01/2023,"10,552","8,025",254,"13,727",0,50
10/12/2023,"2,825","4,910",0,"6,406",0,17
16/02/2023,"17,090","11,327",292,"20,321","5,753",117
11/03/2022,"13,492","8,348",175,"14,959","4,656",49
23/12/2022,"8,636","6,882",60,"10,697",0,45
09/01/2021,"2,323","4,005",0,"4,997",0,27
29/07/2023,"3,889","6,929",0,"8,827",0,12
06/08/2023,"2,544","5,047",0,"6,831",0,25
15/06/2023,"15,314","11,367",367,"18,266","4,364",76
29/09/2020,"9,469","6,426",222,"11,375",0,43
13/07/2021,"15,437","8,969",312,"16,007","5,151",56
17/11/2020,"13,498","7,809",273,"14,397","4,780",42
07/09/2023,"15,871","10,476",310,"19,018","4,607",69
31/01/2021,"2,227","3,231",0,"4,579",0,19
02/05/2024,"18,416","11,639",347,"21,093","5,737",71
13/11/2022,"1,869","3,197",0,"4,669",4,19
10/09/2020,"12,648","6,421",213,"12,437","5,072",56
17/01/2024,"11,095","8,629",320,"14,569",0,63
06/03/2021,"3,287","5,006",0,"6,519",0,42
31/08/2021,"2,111",767,19,"1,877",0,18
26/07/2024,"16,541","10,792",282,"19,038","5,135",76
26/10/2022,"14,973","9,509",276,"17,188","4,285",112
03/04/2020,"3,084","1,558",52,"3,519",49,0
03/07/2021,"2,729","3,929",0,"5,591",0,30
08/07/2022,"9,344","7,810",158,"12,178",0,43
29/01/2020,"13,618","10,066",281,"20,355",0,0
21/02/2020,"20,196","14,773",381,"27,274","6,270",1
21/01/2020,"13,327","10,650",441,"20,494",0,1
20/09/2024,485,"2,537",0,440,37,0
11/06/2024,"16,261","10,347",340,"18,625","5,118",91
06/01/2023,"8,728","8,728",119,"11,240",0,74
14/05/2022,"2,993","4,715",0,"6,276",0,17
26/07/2020,"1,377","1,935",0,"2,952",0,14
17/09/2022,"3,201","5,410",0,"7,001",0,21
06/05/2022,"12,690","8,920",162,"13,686","3,786","1,105"
12/09/2023,"16,225","10,752",370,"20,100","4,952",91
11/11/2020,"13,983","7,616",255,"14,158","4,924",50
21/04/2021,"17,008","9,756",333,"18,260","5,945",87
05/09/2020,"2,352","3,874",0,"5,703",0,33
03/09/2019,"18,655","11,206",473,"24,236","5,993",0
17/05/2021,"15,725","8,498",290,"16,844","5,324",58
18/12/2019,"15,571","10,783",386,"20,872",838,0
18/10/2021,"4,309","2,260",46,"4,470",0,63
15/10/2023,"2,733","4,674",0,"6,635",0,12
12/04/2023,"11,439","8,952",304,"16,302",0,49
23/02/2021,"16,307","9,324",340,"17,544","5,964",90
02/03/2021,"15,296","9,596",340,"17,364","2,279",84
14/10/2020,"13,220","6,932",235,"13,692","5,362",56
19/10/2022,"15,004","9,893",271,"17,401","4,520",144
15/08/2022,"13,351","8,501",229,"15,343","4,725",59
10/10/2023,"16,811","11,939",388,"21,002","5,082",67
17/03/2021,"16,785","9,652",382,"18,088","5,806",58
11/03/2024,"1,836","4,736",0,"5,122",0,11
21/04/2020,"3,012","2,336",59,"3,738",0,0
24/12/2019,"7,522","5,894",75,"9,896",0,0
02/11/2022,"14,923","9,251",292,"16,548","4,134",90
24/05/2021,"15,716","9,235",302,"16,929","5,234",73
23/01/2021,"2,945","2,568",0,"5,160",0,26
25/05/2024,"4,666","6,110",0,"8,155",0,17
24/02/2023,"16,736","12,125",271,"20,324","5,107",94
15/05/2020,"4,497","2,636",76,"5,496",850,3
02/01/2024,"8,080","5,927",182,"10,283",0,41
19/02/2020,"20,862","12,622",478,"27,974","6,723",0
01/04/2020,"3,044","1,684",63,"3,666",72,0
12/04/2024,"16,685","10,875",266,"19,046","4,712",84
05/11/2021,"9,840","5,081",93,"9,188","4,393",50
26/02/2021,"16,179","9,691",244,"17,227","5,709",87
28/09/2024,1,0,0,4,0,1
14/08/2022,"2,020","3,445",0,"5,028",0,34
09/08/2020,"1,420","1,907",0,"3,035",0,12
02/02/2021,"15,765","8,633",284,"16,256","5,961",47
08/09/2024,"2,702","4,369",0,"6,920",0,33
25/05/2023,"12,032","10,241",300,"15,122","4,884",56
12/02/2024,"17,903","10,604",389,"19,884","6,207",89
29/11/2023,"12,696","8,960",327,"15,477","3,405",54
01/03/2020,"2,913","5,869",0,"6,972",0,2
21/02/2024,"19,158","11,821",419,"22,058","6,120",67
25/09/2024,21,0,1,10,8,0
09/07/2024,"12,138","9,564",308,"16,424",0,58
16/04/2022,"2,541","4,171",0,"5,337",0,12
22/11/2023,"15,962","10,907",361,"19,041","4,636",67
04/08/2021,"15,933","9,224",315,"17,131","5,186",54
10/01/2024,"11,414","8,630",293,"14,783",0,64
13/07/2024,"4,527","5,881",0,"7,983",0,19
28/09/2021,"2,435","1,014",25,"2,387",0,27
08/12/2022,"13,725","10,083",257,"16,396","2,039",54
29/12/2019,"2,479","3,521",0,"4,903",0,0
21/09/2023,"16,326","11,740",314,"20,496","4,733",81
06/07/2019,"5,214","6,141",0,"6,925",0,0
11/07/2019,"12,776","9,536",421,"19,204",0,0
17/09/2020,"12,822","6,361",176,"12,798","5,085",73
09/06/2020,"9,247","4,624",131,"9,710","4,853",6
14/01/2022,"6,282","3,971",49,"7,008",0,39
04/02/2022,"12,029","6,319",100,"11,191","5,591",56
13/02/2021,"3,220","4,787",0,"6,099",0,30
13/12/2019,"16,427","12,551",306,"22,808","2,053",1
30/04/2023,"1,843","3,261",0,"4,842",0,11
06/08/2022,"2,971","4,809",0,"6,471",0,21
17/07/2022,"2,062","3,396",0,"4,890",0,29
28/04/2021,"16,743","10,003",289,"18,598","5,665",98
18/06/2021,"14,794","9,746",267,"16,438","4,737",64
21/12/2020,"8,915","6,484",188,"10,986",0,69
07/04/2022,"12,644","7,607",224,"13,913","4,633",55
25/06/2021,"13,570","9,092",224,"14,802","3,337",62
24/09/2024,36,78,0,21,3,0
17/03/2022,"14,363","8,534",241,"16,272","5,140",110
15/07/2022,"9,293","7,980",159,"12,601",0,45
15/02/2021,"16,004","8,666",284,"16,823","6,048",47
18/10/2022,"14,898","9,639",268,"17,225","4,795",68
06/06/2023,"15,624","10,409",376,"18,010","4,978",69
11/05/2022,"13,897","8,834",256,"15,412","4,604",67
13/07/2020,"5,918","4,376",113,"8,540",0,3
24/08/2021,"1,788",711,20,"1,714",27,14
12/10/2022,"15,012","10,006",278,"17,394","4,617",63
22/09/2021,"2,389","1,013",18,"2,389",0,21
08/09/2022,"13,343","8,664",224,"15,129","4,322",104
04/07/2024,"14,158","9,736",322,"17,267","2,795",67
18/05/2022,"13,723","8,795",255,"15,675","4,227",50
19/05/2020,"6,275","3,094",92,"6,537","2,527",1
06/05/2020,"3,735","2,108",63,"4,605",140,16
20/03/2023,"16,522","10,963",345,"19,721","5,551",65
22/10/2021,"6,021","3,057",41,"6,156",0,39
10/09/2021,"2,400",847,18,"2,299",0,36
16/07/2020,"7,046","5,060",133,"10,048",0,2
24/11/2022,"14,678","9,684",232,"16,618","3,827",94
27/09/2023,"13,072","11,190",322,"19,284",0,50
07/07/2023,"10,835","9,020",205,"14,696",0,68
01/02/2021,"12,304","7,426",267,"13,727","1,217",42
10/08/2023,"16,090","11,395",347,"20,162","4,652",95
04/02/2021,"16,008","8,818",269,"16,473","6,887",76
07/12/2023,"15,093","10,909",320,"17,845","2,524",88
01/06/2024,"4,766","5,885",0,"7,828",0,23
01/10/2022,"3,330","5,908",0,"7,685",0,33
22/10/2020,"13,517","7,067",250,"13,741","5,340",38
21/10/2019,"18,176","11,790",428,"24,814","5,698",0
27/01/2022,"7,246","4,565",94,"8,304",0,43
24/03/2022,"13,605","8,230",260,"15,712","4,796",69
04/05/2021,"15,234","8,655",304,"16,176","5,157",71
28/01/2022,"7,358","4,799",83,"8,416",0,51
05/12/2021,"1,835","3,029",0,"4,304",0,27
06/09/2022,"14,002","8,943",237,"15,814","4,669",35
02/12/2022,"13,977","10,088",199,"15,873","2,973",62
16/04/2021,"11,478","8,901",234,"14,947",0,81
19/06/2020,"9,639","5,855",115,"10,813","4,784",5
05/08/2021,"15,753","9,203",270,"17,369","5,183",115
27/06/2020,"2,060","3,718",0,"4,989",0,1
27/09/2024,6,0,0,13,0,0
02/01/2021,"2,113","3,514",0,"4,362",0,25
17/02/2021,"16,515","9,313",288,"17,924","6,045",79
04/02/2023,"3,792","5,316",0,"7,711",0,20
08/08/2019,"17,055","11,668",450,"23,975","2,072",13
22/11/2019,"17,767","12,251",344,"22,953","5,243",88
25/08/2022,"14,093","9,194",188,"16,142","4,374",72
07/06/2021,"15,462","9,033",287,"16,468","5,400",69
01/05/2022,"2,116","3,635",0,"5,166",0,15
08/07/2023,"3,336","4,532",0,"6,482",0,16
18/11/2021,"10,609","6,167",143,"11,415","4,464",51
05/02/2023,"2,470","4,481",0,"6,197",0,22
16/10/2022,"2,320","4,285",0,"6,017",0,17
09/06/2021,"14,998","9,167",317,"16,406","5,297",56
01/09/2021,"2,093",791,24,"2,000",0,14
22/07/2020,"11,326","5,558",153,"11,361","5,060",34
16/02/2021,"16,939","8,742",341,"17,743","6,211",97
30/08/2022,"14,116","8,863",225,"15,990","4,392",54
23/05/2024,"17,414","11,086",318,"19,881","4,917",71
29/06/2022,"11,434","8,254",248,"13,939","2,642",49
31/07/2022,"1,939","3,626",0,"4,918",0,18
04/11/2022,"14,653","9,360",176,"15,852","3,994",80
22/11/2022,"14,214","9,565",263,"16,618","4,049",104
06/11/2020,"13,752","7,333",194,"13,984","4,941",31
14/01/2024,"2,573","4,084",0,"5,643",0,17
09/04/2021,"11,445","9,039",215,"14,506",0,54
11/11/2023,"4,154","6,325",0,"8,797",0,17
28/09/2022,"10,443","8,835",262,"14,540",0,41
16/03/2020,"17,139","9,723",369,"22,739","6,000",0
12/08/2021,"12,264","7,130",217,"13,291","1,925",55
09/01/2022,"1,473","2,326",0,"3,350",0,30
30/11/2022,"14,266","9,665",248,"16,658","3,458",60
01/04/2022,"12,837","8,514",181,"14,617","4,692",67
28/07/2020,"11,472","5,796",179,"11,497","5,366",56
21/07/2021,"15,708","8,764",325,"16,434","5,252",110
10/04/2023,"2,417","3,853",0,"5,766",0,21
16/05/2023,"16,229","11,175",421,"19,552","5,001",54
22/06/2023,"14,273","9,779",302,"17,029","4,072",121
22/04/2021,"17,017","9,626",325,"18,501","5,744",75
08/09/2020,"12,692","6,269",189,"12,158","5,132",53
07/09/2020,"11,841","5,825",194,"11,846","5,086",49
13/06/2021,"2,130","4,063",0,"5,204",0,29
24/01/2024,"12,502","9,667",331,"15,883",0,71
25/11/2022,"14,427","9,851",169,"17,155","3,529",73
13/04/2024,"4,855","6,268",0,"8,404",0,22
13/11/2019,"18,610","12,106",461,"25,270","5,744",9
01/03/2021,"16,232","8,903",310,"17,113","5,857",72
02/11/2021,"10,172","5,042",116,"9,436","4,866",72
19/03/2023,"2,435","4,340",0,"6,227",0,15
12/01/2024,"11,183","8,741",215,"14,127",0,119
16/08/2021,"2,079",953,23,"2,185",14,11
13/05/2020,"4,050","2,306",72,"5,347",869,0
06/02/2023,"16,019","10,179",307,"18,489","5,868",160
11/11/2021,"11,004","5,523",129,"10,359","4,731",77
28/08/2022,"2,035","4,008",0,"5,240",0,22
11/09/2020,"12,248","6,821",165,"12,700","4,919",45
22/05/2022,"1,955","2,981",0,"4,777",0,18
17/04/2022,"1,569","3,203",0,"4,099",0,14
14/03/2023,"17,223","11,618",355,"20,989","5,625",73
13/09/2024,"15,789","10,273",280,"18,080","4,378",85
28/01/2020,"13,109","9,653",380,"20,317",0,0
26/06/2022,"2,032","3,506",0,"4,891",0,28
19/07/2021,"15,032","8,449",281,"15,625","5,217",61
20/01/2023,"11,236","8,943",200,"14,207",0,64
14/10/2023,"4,396","6,369",0,"8,993",0,84
23/09/2022,"13,042","9,011",161,"14,820","2,928",93
28/10/2022,"12,670","9,420",188,"15,280","2,969",55
29/12/2022,"5,431","3,887",18,"6,497",0,66
18/07/2021,"2,026","3,035",0,"4,398",0,36
23/09/2024,56,"1,938",0,67,10,0
29/08/2022,"12,670","7,783",220,"14,208","4,386",56
20/09/2021,"2,136",909,23,"2,215",0,25
04/09/2021,590,433,0,"1,016",0,11
20/12/2021,"8,432","6,021",172,"10,552",4,44
03/07/2020,"8,889","6,077",113,"11,132","2,966",4
28/10/2023,"4,339","6,542",0,"8,932",0,22
06/11/2019,"18,955","12,275",470,"25,228","5,665",0
17/12/2020,"12,712","8,500",249,"14,190",911,47
28/05/2021,"16,113","9,808",246,"16,822","5,178",91
22/09/2024,21,577,0,49,0,0
23/03/2021,"14,108","8,154",322,"15,402","5,170",61
03/09/2024,"16,725","10,456",351,"19,473","4,826",92
30/06/2021,"10,372","7,411",273,"13,369",5,59
07/07/2020,"7,127","5,241",142,"10,067",0,8
26/07/2022,"13,363","8,790",227,"15,117","4,590",54
01/04/2021,"15,612","9,075",252,"16,471","4,890",98
11/08/2021,"15,917","9,295",319,"17,484","5,160",58
03/09/2020,"12,307","6,055",192,"11,891","5,195",49
17/01/2020,"12,437","10,255",315,"19,115",0,0
27/07/2024,"4,878","6,506",0,"8,932",0,21
20/07/2019,"5,057","6,692",0,"7,379",0,1
17/08/2023,"15,096","11,170",343,"19,353","1,922",106
09/12/2020,"13,538","8,600",254,"14,832","2,988",49
29/01/2022,"2,345","2,973",0,"4,511",0,18
22/08/2019,"18,831","12,491",439,"26,140","5,497",1
07/12/2022,"14,224","10,015",268,"16,799","2,268",72
08/11/2021,"9,798","5,040",140,"9,354","4,516",67
23/07/2023,"2,687","4,929",0,"7,061",0,21
28/03/2024,"17,732","12,303",285,"19,920","5,404",68
23/12/2019,"9,651","7,544",174,"13,305",0,0
20/02/2021,"3,241","4,816",0,"6,232",0,27
10/01/2020,"6,154","9,985",69,"10,609",0,1
23/04/2024,"13,638","10,823",362,"19,086",0,80
02/04/2021,"1,268","2,517",0,"2,850",0,12
19/02/2024,"18,342","11,333",432,"20,730","5,993",73
17/12/2021,"10,707","7,812",161,"12,696",596,52
03/12/2020,"13,587","8,360",265,"14,944","4,111",44
09/01/2024,"11,248","8,832",317,"14,783",0,57
25/06/2022,"3,022","4,736",0,"6,342",0,21
02/11/2020,"13,149","5,827",247,"12,978","5,084",51
11/08/2023,"15,810","11,057",262,"19,274","4,372",84
20/08/2019,"19,431","12,269",479,"26,158","5,835",0
30/03/2023,"16,112","11,302",313,"19,714","4,964",66
08/10/2023,"2,741","4,863",0,"6,946",0,13
22/08/2022,"13,093","8,338",228,"15,085","4,394",32
06/01/2024,"3,772","8,419",0,"6,935",0,24
25/09/2023,"12,217","10,407",314,"17,834",0,36
07/09/2021,"2,035",853,24,"2,189",0,28
17/11/2022,"14,939","9,916",227,"16,962","4,006",62
17/08/2022,"14,023","9,187",261,"16,260","4,319",39
29/01/2024,"13,054","9,140",311,"15,966",42,52
18/09/2021,708,585,0,"1,217",0,10
20/09/2022,"14,506","9,955",258,"16,735","4,284",115
03/07/2024,"14,579","10,075",341,"17,638","2,831",72
15/12/2021,"10,815","6,909",216,"12,610",854,44
23/01/2022,"1,616","2,475",0,"3,771",0,22
01/08/2020,"2,174","3,638",0,"5,068",0,45
18/11/2019,"17,675","11,307",422,"23,598","5,681",0
14/09/2024,"4,892","6,279",0,"9,158",0,24
19/08/2020,"10,950","5,173",172,"10,853","4,996",55
04/12/2019,"17,360","11,712",465,"23,467","4,705",1
12/06/2022,"1,918","3,625",0,"4,776",0,20
01/02/2022,"11,002","5,388",112,"10,088","5,151",55
07/01/2020,"10,356","7,905",351,"15,447",0,0
04/05/2022,"14,028","8,768",263,"15,588","4,916",118
16/08/2019,"18,703","12,607",346,"25,086","5,447",0
09/08/2019,"16,883","10,790",375,"23,007","5,284",14
13/11/2020,"13,394","7,584",198,"13,614","4,672",65
07/07/2022,"9,635","7,788",226,"12,984",0,72
12/04/2022,"10,254","7,869",277,"13,742",0,48
25/12/2019,61,0,0,101,0,0
16/09/2019,"18,179","11,701",496,"24,422","5,790",0
26/01/2024,"2,891","5,593",0,"7,065",0,19
14/07/2019,"3,584","3,486",0,"4,761",0,3
19/03/2020,"15,491","7,963",330,"19,246","5,873",0
16/06/2024,"2,626","4,124",0,"6,481",0,21
13/12/2020,"2,251","3,621",0,"4,833",0,26
20/03/2021,"3,186","4,406",0,"5,835",0,28
13/03/2020,"18,951","11,915",373,"25,302","5,882",0
19/01/2020,"2,614","3,950",0,"5,203",0,3
24/04/2023,"13,698","9,132",232,"16,254","1,945",61
28/01/2021,"10,711","6,942",280,"12,890",0,45
24/08/2020,"11,504","5,692",156,"11,230","5,247",55
05/03/2021,"15,957","9,623",205,"17,175","4,850",68
17/12/2023,"2,748","4,329",0,"6,366",0,21
29/10/2022,"3,582","6,057",0,"7,179",0,16
24/11/2020,"13,445","8,019",278,"14,531","4,690",80
08/02/2023,"16,614","10,940",336,"19,728","5,921",144
27/09/2019,"18,492","13,384",329,"25,249","4,745",0
16/02/2022,"13,027","6,466",157,"12,947","5,466",55
19/03/2021,"16,607","9,711",236,"16,941","5,569",57
15/12/2019,"2,865","4,472",0,"6,323",0,0
27/03/2022,"2,031","2,942",0,"4,909",0,33
10/04/2022,"2,035","3,536",0,"5,237",0,24
05/03/2024,"17,619","12,503",403,"22,310","2,266",90
15/04/2022,"1,155","2,768",0,"3,000",0,8
25/09/2020,"10,814","5,837",171,"11,165","4,109",34
11/09/2022,"2,040","4,185",0,"5,374",0,27
17/04/2021,"3,156","4,913",0,"6,445",0,26
27/01/2020,"2,396","3,371",0,"5,185",0,0
16/04/2024,"13,976","11,549",391,"19,837",0,82
12/02/2021,"15,506","8,650",230,"15,651","5,317",79
04/04/2024,"17,209","10,776",347,"20,138","5,537",78
01/11/2019,"18,179","12,743",337,"24,242","5,251",1
25/11/2023,"4,233","6,813",0,"8,613",0,32
20/03/2024,"18,958","12,303",411,"21,981","5,823",88
01/09/2024,"2,448","4,364",0,"6,487",0,29
13/07/2023,"11,556","9,933",312,"16,001",0,52
24/09/2021,"2,510","1,025",16,"2,530",0,26
14/04/2024,"2,704","4,861",0,"6,791",0,19
14/11/2022,"13,895","8,761",271,"15,661","4,206",54
28/09/2020,"8,822","6,028",200,"10,349",0,28
19/01/2023,"11,337","8,671",262,"14,881",0,66
16/08/2023,"16,791","11,800",387,"20,936","4,684",113
10/01/2022,"5,732","3,548",73,"6,644",0,25
04/05/2020,"3,717","1,952",70,"4,411",131,19
26/07/2023,"16,680","11,726",347,"20,438","4,738",99
